12707,2427,22,休闲,2201,饼干,220111,趣味/休闲,20150202,201502,DW-2201110223,300ml,一般商品,袋,1.0,5.2,5.2,否
12777,2427,12,蔬果,1203,水果,120301,柑桔柚类,20150202,201502,DW-1203010218,散称,生鲜,KG,2.138,15.7,7.96,否
12820,2427,22,休闲,2202,糕点,220201,派,20150202,201502,DW-2202010026,360g,一般商品,盒,1.0,10.8,18.9,是
12844,2427,15,日配,1521,蛋类,152101,新鲜蛋品,20150202,201502,DW-1521010011,60枚,一般商品,盒,1.0,78.0,78.0,否
12927,2427,12,蔬果,1203,水果,120302,苹果类,20150202,201502,DW-1203020175,散称,生鲜,KG,2.552,42.3,27.8,否
12928,2427,22,休闲,2201,饼干,220102,夹心,20150202,201502,DW-2201020005,130g,一般商品,袋,4.0,21.2,5.3,否
13173,2427,22,休闲,2203,膨化点心,220399,其他膨化点心,20150203,201502,DW-2203990003,50g,一般商品,袋,1.0,3.0,3.3,否
13182,2427,22,休闲,2203,膨化点心,220301,米制点心,20150203,201502,DW-2203010039,105g,一般商品,袋,1.0,7.8,8.5,否
13252,2427,22,休闲,2202,糕点,220299,其他糕点,20150203,201502,DW-2202990074,168g,一般商品,袋,1.0,6.9,11.3,是
13274,2427,22,休闲,2203,膨化点心,220302,袋装薯片,20150203,201502,DW-2203020275,60g,一般商品,袋,1.0,3.9,3.9,否
