13085,3860,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020013,散称,生鲜,千克,0.386,1.15,4.0,否
13086,3860,30,洗化,3013,口腔卫生用品,301301,成人牙膏,20150203,201502,DW-3013010006,90g,一般商品,支,1.0,18.2,18.9,否
13107,3860,10,肉禽,1001,猪肉,100101,鲜猪肉,20150203,201502,DW-1001010191,散称,生鲜,千克,0.348,9.33,29.8,否
13162,3860,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150203,201502,DW-1201090032,散称,生鲜,千克,0.404,2.6,7.96,否
13200,3860,12,蔬果,1201,蔬菜,120104,花果,20150203,201502,DW-1201040003,散称,生鲜,千克,0.088,1.61,4.98,否
13232,3860,12,蔬果,1201,蔬菜,120101,叶菜,20150203,201502,DW-1201010009,散称,生鲜,千克,0.116,0.94,6.56,否
13233,3860,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020017,散称,生鲜,千克,0.359,1.07,2.56,否
13279,3860,11,水产,1103,干货水产,110301,干货鱼类,20150203,201502,DW-1103010078,散称,生鲜,千克,1.866,33.21,17.8,否
13280,3860,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020025,散称,生鲜,千克,0.314,0.93,2.56,否
13281,3860,12,蔬果,1201,蔬菜,120104,花果,20150203,201502,DW-1201040035,散称,生鲜,千克,0.234,2.8,9.6,否
