12344,4620,10,肉禽,1001,猪肉,100101,鲜猪肉,20150201,201502,DW-1001010196,散称,生鲜,千克,0.948,22.53,27.8,否
12345,4620,22,休闲,2203,膨化点心,220304,薯条,20150201,201502,DW-2203040016,45g,一般商品,袋,1.0,2.8,3.3,否
12346,4620,31,家居,3115,香/烛,311599,其他香、蜡烛,20150201,201502,DW-3115990053,HB12101,一般商品,个,1.0,9.9,16.0,是
12454,4620,12,蔬果,1203,水果,120301,柑桔柚类,20150201,201502,DW-1203010204,散称,生鲜,KG,0.912,4.17,3.98,否
12455,4620,20,粮油,2011,液体调料,201107,滴醋,20150201,201502,DW-2011070010,480mL,一般商品,瓶,1.0,3.8,3.8,否
12456,4620,22,休闲,2202,糕点,220208,散称糕点,20150201,201502,DW-2202080026,散称,一般商品,KG,0.162,3.7,33.8,是
12579,4620,22,休闲,2210,果冻,221001,果冻/布丁,20150201,201502,DW-2210010016,150g,一般商品,杯,1.0,7.5,7.5,否
12591,4620,20,粮油,2009,盐/糖,200902,功能盐,20150201,201502,DW-2009020012,400g,一般商品,袋,2.0,4.6,2.3,否
12655,4620,22,休闲,2203,膨化点心,220399,其他膨化点心,20150201,201502,DW-2203990005,50g,一般商品,袋,1.0,2.7,2.7,否
12678,4620,22,休闲,2207,糖果,220707,棉花糖,20150201,201502,DW-2207070026,100g,一般商品,袋,1.0,3.7,3.7,否
