12320,4759,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020037,散称,生鲜,千克,0.532,3.81,3.96,否
12321,4759,20,粮油,2005,煮食面/粉,200501,挂面,20150201,201502,DW-2005010042,400g,一般商品,袋,1.0,4.2,5.7,否
12322,4759,34,针织,3406,童袜,340601,儿童袜,20150201,201502,DW-3406010425,1-4岁,一般商品,双,1.0,6.0,6.0,否
12409,4759,20,粮油,2006,五谷杂粮,200606,豆,20150201,201502,DW-2006060040,1000g,一般商品,袋,1.0,14.5,11.0,否
12410,4759,34,针织,3408,男袜,340802,男绅士袜,20150201,201502,DW-3408021327,26-28CM,一般商品,双,1.0,14.5,14.5,否
12460,4759,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020029,散称,生鲜,千克,0.631,2.89,3.96,否
12461,4759,34,针织,3408,男袜,340899,其他男袜,20150201,201502,DW-3408990037,24-28,一般商品,双,1.0,3.5,8.9,是
12462,4759,31,家居,3122,地垫类,312205,马桶垫,20150201,201502,DW-3122050064,70,一般商品,只,1.0,6.9,8.0,是
12494,4759,33,文体,3319,笔类,331903,中性笔,20150201,201502,DW-3319030070,150,一般商品,袋,1.0,3.0,3.0,否
12495,4759,34,针织,3408,男袜,340802,男绅士袜,20150201,201502,DW-3408021356,26-28CM,一般商品,双,1.0,7.5,7.5,否
12589,4759,34,针织,3408,男袜,340802,男绅士袜,20150201,201502,DW-3408021326,26-28CM,一般商品,双,1.0,14.5,14.5,否
12617,4759,31,家居,3110,料理切具,311008,筷子,20150201,201502,DW-3110080125,KZ1011,一般商品,双,1.0,4.9,8.0,是
12663,4759,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020010,散称,生鲜,千克,0.428,1.0,3.8,否
12664,4759,20,粮油,2006,五谷杂粮,200607,杂粮,20150201,201502,DW-2006070070,散称,一般商品,公斤,0.958,20.9,11.8,否
12665,4759,34,针织,3402,女内衣裤,340201,盒装女内裤,20150201,201502,DW-3402010315,M-XXL,一般商品,盒,1.0,29.9,30.0,否
