12340,3511,20,粮油,2006,五谷杂粮,200608,杂粮粉,20150201,201502,DW-2006080038,700g,一般商品,袋,1.0,7.5,4.3,否
12388,3511,20,粮油,2006,五谷杂粮,200607,杂粮,20150201,201502,DW-2006070025,散称,一般商品,千克,1.308,7.03,6.98,是
12413,3511,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150201,201502,DW-2005990031,散称,一般商品,kg,-0.552,-5.96,10.8,否
12414,3511,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150201,201502,DW-2005990031,散称,一般商品,kg,0.552,5.96,10.8,否
12415,3511,30,洗化,3018,卫生巾,301804,卫生护垫,20150201,201502,DW-3018040046,20P,一般商品,包,1.0,2.9,4.7,是
12424,3511,20,粮油,2006,五谷杂粮,200607,杂粮,20150201,201502,DW-2006070025,散称,一般商品,千克,1.364,7.33,6.98,是
12427,3511,20,粮油,2006,五谷杂粮,200607,杂粮,20150201,201502,DW-2006070025,散称,一般商品,千克,1.474,7.93,6.98,是
12445,3511,20,粮油,2007,南北干货,200701,木耳,20150201,201502,DW-2007010021,散称,一般商品,kg,0.066,3.81,89.8,是
12598,3511,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150201,201502,DW-2005990031,散称,一般商品,kg,-0.54,-5.83,10.8,否
12599,3511,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150201,201502,DW-2005990031,散称,一般商品,kg,0.54,5.83,10.8,否
12600,3511,30,洗化,3016,纸制品,301602,平板纸,20150201,201502,DW-3016020006,460g,一般商品,包,4.0,12.0,3.7,是
