12729,560,12,蔬果,1201,蔬菜,120101,叶菜,20150202,201502,DW-1201010021,散称,生鲜,千克,0.442,2.81,6.56,否
12859,560,12,蔬果,1201,蔬菜,120101,叶菜,20150202,201502,DW-1201010018,散称,生鲜,千克,0.555,3.32,12.0,否
12887,560,10,肉禽,1001,猪肉,100101,鲜猪肉,20150202,201502,DW-1001010191,散称,生鲜,千克,0.398,10.67,29.8,否
12888,560,20,粮油,2008,调味料,200807,调理粉,20150202,201502,DW-2008070068,30g,一般商品,袋,1.0,2.5,2.9,否
12944,560,20,粮油,2008,调味料,200807,调理粉,20150202,201502,DW-2008070018,35g,一般商品,袋,1.0,3.5,3.7,否
13016,560,12,蔬果,1202,加工豆类,120201,豆腐,20150202,201502,DW-1202018269,块,生鲜,块,1.0,2.0,2.0,否
13120,560,20,粮油,2011,液体调料,201107,滴醋,20150203,201502,DW-2011070005,2250mL,一般商品,桶,1.0,12.9,12.9,否
13132,560,20,粮油,2008,调味料,200801,99%味精,20150203,201502,DW-2008010006,200g,一般商品,袋,3.0,10.5,3.9,否
13144,560,20,粮油,2011,液体调料,201103,凉拌酱油,20150203,201502,DW-2011030009,800ml,一般商品,桶,1.0,5.9,6.7,否
13180,560,12,蔬果,1203,水果,120313,其它水果,20150203,201502,DW-1203130339,散称,生鲜,KG,0.58,8.1,19.8,否
