12703,1664,22,休闲,2205,炒货,220503,去壳花生,20150202,201502,DW-2205030047,80g,一般商品,袋,1.0,2.9,2.9,否
12723,1664,20,粮油,2001,袋装速食面,200105,干脆面,20150202,201502,DW-2001050023,26g,一般商品,袋,1.0,0.5,0.5,否
12724,1664,22,休闲,2203,膨化点心,220302,袋装薯片,20150202,201502,DW-2203020007,40g,一般商品,袋,1.0,3.3,3.3,否
12840,1664,22,休闲,2201,饼干,220104,曲奇,20150202,201502,DW-2201040054,115g,一般商品,袋,1.0,4.9,6.9,是
12841,1664,22,休闲,2207,糖果,220799,其他糖果,20150202,201502,DW-2207990065,5.5g,一般商品,袋,1.0,1.0,1.0,否
12906,1664,22,休闲,2205,炒货,220513,香瓜子,20150202,201502,DW-2205130054,150g,一般商品,袋,1.0,5.2,5.2,否
12920,1664,22,休闲,2201,饼干,220102,夹心,20150202,201502,DW-2201020058,130g,一般商品,袋,1.0,5.5,5.5,否
12932,1664,20,粮油,2001,袋装速食面,200105,干脆面,20150202,201502,DW-2001050010,25g,一般商品,袋,1.0,0.5,0.5,否
12933,1664,22,休闲,2202,糕点,220299,其他糕点,20150202,201502,DW-2202990075,168g,一般商品,袋,1.0,6.9,11.3,是
12971,1664,22,休闲,2201,饼干,220109,薄脆,20150202,201502,DW-2201090025,65g,一般商品,袋,1.0,1.5,1.5,否
12972,1664,23,酒饮,2306,运动机能饮料,230604,健康机能饮料,20150202,201502,DW-2306040024,500ml,一般商品,瓶,1.0,3.3,4.0,否
12973,1664,22,休闲,2201,饼干,220108,粗粮/蔬菜,20150202,201502,DW-2201080018,108g,一般商品,袋,1.0,3.3,3.7,否
12995,1664,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150202,201502,DW-2002010021,114g*5,一般商品,包,1.0,7.5,7.5,否
13009,1664,22,休闲,2203,膨化点心,220302,袋装薯片,20150202,201502,DW-2203020004,50g,一般商品,袋,1.0,2.9,2.9,否
13010,1664,22,休闲,2206,即食熟制品,220608,肉松,20150202,201502,DW-2206080062,50g,一般商品,袋,1.0,6.9,9.5,是
