13068,405,22,休闲,2208,口香糖,220801,无糖口香糖,20150203,201502,DW-2208010050,40粒,一般商品,瓶,1.0,10.9,10.9,否
13094,405,20,粮油,2011,液体调料,201101,老抽酱油,20150203,201502,DW-2011010024,620mL,一般商品,瓶,1.0,6.9,6.9,否
13117,405,30,洗化,3011,保养用品,301102,洁面乳,20150203,201502,DW-3011020648,100g,一般商品,支,1.0,21.9,22.9,否
13129,405,31,家居,3119,卫浴用品,311902,浴球和浴花,20150203,201502,DW-3119020073,MHBASTC,一般商品,个,1.0,7.5,7.5,否
13137,405,30,洗化,3007,洗浴用品,300704,沐浴露,20150203,201502,DW-3007040522,400ml,一般商品,瓶,1.0,19.9,19.9,否
13146,405,31,家居,3122,地垫类,312205,马桶垫,20150203,201502,DW-3122050066,78,一般商品,只,1.0,13.9,16.9,是
13244,405,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150203,201502,DW-1201090032,散称,生鲜,千克,0.248,1.63,7.96,否
13245,405,30,洗化,3009,剃须护理用品,300901,剃须刀片,20150203,201502,DW-3009010017,5刀头,一般商品,盒,1.0,17.9,17.9,否
13295,405,20,粮油,2006,五谷杂粮,200608,杂粮粉,20150203,201502,DW-2006080036,散称,一般商品,公斤,1.136,4.06,4.58,否
13299,405,12,蔬果,1202,加工豆类,120201,豆腐,20150203,201502,DW-1202018267,块,生鲜,块,2.0,3.0,1.5,否
