12374,1966,13,熟食,1308,现制中式面点,130803,现制烙类,20150201,201502,DW-1308030035,个,生鲜,个,2.0,2.0,1.0,否
12398,1966,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020018,散称,生鲜,千克,0.36,2.15,5.56,否
12449,1966,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020025,散称,生鲜,千克,0.57,1.7,2.56,否
12450,1966,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020029,散称,生鲜,千克,0.41,1.87,3.96,否
12538,1966,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150201,201502,DW-1201090311, ,生鲜,个,4.0,2.0,2.0,否
12570,1966,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020042,散称,生鲜,千克,0.12,1.43,7.8,否
12612,1966,12,蔬果,1202,加工豆类,120201,豆腐,20150201,201502,DW-1202018073,散称,生鲜,千克,0.414,1.64,2.96,否
12667,1966,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010006,散称,生鲜,千克,0.092,1.01,12.0,否
12668,1966,22,休闲,2202,糕点,220205,中式糕点,20150201,201502,DW-2202050145,散称,一般商品,KG,-1.0,-15.8,15.8,否
12669,1966,22,休闲,2202,糕点,220205,中式糕点,20150201,201502,DW-2202050145,散称,一般商品,KG,1.0,15.8,15.8,否
