12685,1119,20,粮油,2003,桶杯装速食面,200301,牛肉口味,20150202,201502,DW-2003010020,120g,一般商品,桶,1.0,3.9,3.9,否
12748,1119,15,日配,1508,冷冻点心,150802,冷冻年糕,20150202,201502,DW-1508020001,400g,一般商品,袋,1.0,6.5,6.7,否
12759,1119,15,日配,1521,蛋类,152101,新鲜蛋品,20150202,201502,DW-1521010005,散称,一般商品,千克,0.99,8.8,6.78,否
12760,1119,34,针织,3410,枕/靠/坐垫,341004,靠垫,20150202,201502,DW-3410040051,110*150CM,一般商品,只,1.0,58.0,50.0,否
12839,1119,20,粮油,2011,液体调料,201111,料酒,20150202,201502,DW-2011110035,500ml,一般商品,瓶,1.0,5.9,6.7,否
12864,1119,20,粮油,2003,桶杯装速食面,200302,猪肉口味,20150202,201502,DW-2003020026,115g,一般商品,桶,1.0,4.0,4.0,否
12890,1119,30,洗化,3006,洗衣用品,300604,洗衣皂,20150202,201502,DW-3006040032,1600g,一般商品,袋,1.0,20.9,24.9,是
12898,1119,13,熟食,1301,凉拌熟食,130101,凉拌素食,20150202,201502,DW-1301010076,散称,联营商品,kg,0.99,13.5,20.0,否
12899,1119,22,休闲,2205,炒货,220501,核桃/肉,20150202,201502,DW-2205010054,散称,一般商品,kg,0.704,35.2,39.8,否
12945,1119,30,洗化,3013,口腔卫生用品,301303,成人牙刷,20150202,201502,DW-3013030401,2004,一般商品,支,1.0,22.5,24.7,否
12957,1119,20,粮油,2011,液体调料,201105,香醋,20150202,201502,DW-2011050017,500ml,一般商品,瓶,1.0,5.9,5.9,否
12958,1119,22,休闲,2205,炒货,220501,核桃/肉,20150202,201502,DW-2205010054,散称,一般商品,kg,0.708,35.4,39.8,否
12963,1119,30,洗化,3016,纸制品,301603,无芯纸,20150202,201502,DW-3016030106,10卷1kg,一般商品,提,1.0,11.9,15.5,是
13020,1119,20,粮油,2013,调味酱,201301,番茄酱,20150202,201502,DW-2013010014,340g,一般商品,瓶,1.0,6.5,6.7,否
