12302,106,13,熟食,1308,现制中式面点,130803,现制烙类,20150201,201502,DW-1308030035,个,生鲜,个,4.0,4.0,1.0,否
12358,106,20,粮油,2013,调味酱,201306,甜面/豆瓣酱,20150201,201502,DW-2013060015,180g,一般商品,袋,1.0,2.0,2.0,否
12366,106,20,粮油,2013,调味酱,201306,甜面/豆瓣酱,20150201,201502,DW-2013060012,400g,一般商品,袋,1.0,3.5,3.7,否
12371,106,20,粮油,2007,南北干货,200703,菇类,20150201,201502,DW-2007030061,150g,一般商品,袋,1.0,19.5,12.9,否
12377,106,12,蔬果,1202,加工豆类,120201,豆腐,20150201,201502,DW-1202018267,块,生鲜,块,2.0,3.0,1.5,否
12406,106,22,休闲,2206,即食熟制品,220605,鱼类,20150201,201502,DW-2206050160,散称,一般商品,kg,0.106,10.34,97.6,否
12472,106,20,粮油,2013,调味酱,201302,辣酱,20150201,201502,DW-2013020105,280g,一般商品,瓶,1.0,6.8,7.9,否
12518,106,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010021,散称,生鲜,千克,0.38,2.5,6.56,否
12550,106,22,休闲,2202,糕点,220205,中式糕点,20150201,201502,DW-2202050162,散称,一般商品,KG,0.31,6.66,21.6,否
12565,106,20,粮油,2006,五谷杂粮,200607,杂粮,20150201,201502,DW-2006070074,散称,一般商品,公斤,0.28,3.86,18.3,否
12567,106,20,粮油,2008,调味料,200805,香辛粉,20150201,201502,DW-2008050014,10g,一般商品,袋,1.0,2.0,2.0,否
12578,106,12,蔬果,1201,蔬菜,120105,鲜调味,20150201,201502,DW-1201050007,散称,生鲜,千克,0.264,1.84,15.6,否
12636,106,22,休闲,2206,即食熟制品,220607,豆干类,20150201,201502,DW-2206070241,散称,一般商品,kg,0.158,3.1,39.8,是
